Name,Scientific_Name,Family,Toxicity_Dog,Toxicity_Cat,Toxicity_Horse
crepe/crape myrtle,lagerstroemia indica,lythraceae,non-toxic,non-toxic,non-toxic
ice plant,lampranthus piquet,aizoaceae,non-toxic,non-toxic,non-toxic
lantana,lantana camara,verbenaceae,toxic,toxic,toxic
shrub verbena,lantana camara,verbenaceae,toxic,toxic,toxic
yellow sage,lantana camara,verbenaceae,toxic,toxic,toxic
red sage,lantana camara,verbenaceae,toxic,toxic,toxic
chaparral,larrea tridentata,zygophyllaceae,non-toxic,non-toxic,non-toxic
creosote bush,larrea tridentata,zygophyllaceae,non-toxic,non-toxic,non-toxic
greasewood,larrea tridentata,zygophyllaceae,non-toxic,non-toxic,non-toxic
everlasting pea,lathyrus latifolius,fabaceae,toxic,toxic,toxic
sweet pea,lathyrus latifolius,fabaceae,toxic,toxic,toxic
perennial pea,lathyrus latifolius,fabaceae,toxic,toxic,toxic
everlasting pea,lathyrus latifolius,fabaceae,toxic,non-toxic,toxic
sweet pea,lathyrus latifolius,fabaceae,toxic,non-toxic,toxic
perennial pea,lathyrus latifolius,fabaceae,toxic,non-toxic,toxic
sweet pea,lathyrus latifolius,fabaceae,non-toxic,toxic,toxic
perennial pea,lathyrus latifolius,fabaceae,non-toxic,toxic,toxic
everlasting pea,lathyrus latifolius,fabaceae,non-toxic,toxic,toxic
sweet pea,lathyrus latifolius,fabaceae,non-toxic,non-toxic,toxic
perennial pea,lathyrus latifolius,fabaceae,non-toxic,non-toxic,toxic
everlasting pea,lathyrus latifolius,fabaceae,non-toxic,non-toxic,toxic
bay laurel,laurus nobilis,lauraceae,toxic,toxic,toxic
sweet bag,laurus nobilis,lauraceae,toxic,toxic,toxic
bay tree,laurus nobilis,lauraceae,toxic,toxic,toxic
tree laurel,laurus nobilis,lauraceae,toxic,toxic,toxic
laurel tree,laurus nobilis,lauraceae,toxic,toxic,toxic
laurel,laurus nobilis,lauraceae,toxic,toxic,toxic
lavender,lavendula angustifolia,lamiaceae,toxic,toxic,toxic
common lavender,lavendula angustifolia,lamiaceae,toxic,toxic,toxic
english lavender,lavendula angustifolia,lamiaceae,toxic,toxic,toxic
sand lily,leucocrinum montanum,liliaceae,non-toxic,non-toxic,non-toxic
mountain lily,leucocrinum montanum,liliaceae,non-toxic,non-toxic,non-toxic
star lily,leucocrinum montanum,liliaceae,non-toxic,non-toxic,non-toxic
pincushion flower,leucospermum incisum,protaeceae,non-toxic,non-toxic,non-toxic
scabious,leucospermum incisum,protaeceae,non-toxic,non-toxic,non-toxic
dog hobble,leucothoe sp.,ericaceae,toxic,toxic,toxic
dog laurel,leucothoe sp.,ericaceae,toxic,toxic,toxic
fetter bush,leucothoe sp.,ericaceae,toxic,toxic,toxic
black laurel,leucothoe sp.,ericaceae,toxic,toxic,toxic
black laurel,leucothoe spp.,ericaceae,toxic,toxic,toxic
dog hobble,leucothoe spp.,ericaceae,toxic,toxic,toxic
dog laurel,leucothoe spp.,ericaceae,toxic,toxic,toxic
fetter bush,leucothoe spp.,ericaceae,toxic,toxic,toxic
sierra laurel,leucothoe spp.,ericaceae,toxic,toxic,toxic
lovage,levisticum officinale,apiaceae,toxic,toxic,toxic
maggi plant,levisticum officinale,apiaceae,toxic,toxic,toxic
smellage,levisticum officinale,apiaceae,toxic,toxic,toxic
privet,ligustrum japonicum,oleaceae,toxic,toxic,toxic
amur,ligustrum japonicum,oleaceae,toxic,toxic,toxic
wax leaf,ligustrum japonicum,oleaceae,toxic,toxic,toxic
common privet,ligustrum japonicum,oleaceae,toxic,toxic,toxic
common privet,ligustrum vulgare,oleaceae,toxic,toxic,toxic
privet,ligustrum vulgare,oleaceae,toxic,toxic,toxic
amur,ligustrum vulgare,oleaceae,toxic,toxic,toxic
wax leaf,ligustrum vulgare,oleaceae,toxic,toxic,toxic
asian lily,lilium asiatica,liliaceae,unknown,toxic,unknown
asiatic lily,lilium asiatica,liliaceae,unknown,toxic,unknown
easter lily,lilium longiflorum,liliaceae,non-toxic,toxic,non-toxic
stargazer lily,lilium orientalis,liliaceae,non-toxic,toxic,non-toxic
lily,lilium species,liliaceae,non-toxic,toxic,non-toxic
japanese show lily,lilium speciosum,liliaceae,non-toxic,toxic,non-toxic
rubrum lily,lilium speciosum,liliaceae,non-toxic,toxic,non-toxic
tiger lily,lilium tigrinum,liliaceae,non-toxic,toxic,non-toxic
red lily,lilium umbellatum,liliaceae,non-toxic,toxic,non-toxic
wood lily,lilium umbellatum,liliaceae,non-toxic,toxic,non-toxic
tulip poplar,liriodendron tulipifera,magnoliaceae,non-toxic,non-toxic,non-toxic
tulip tree,liriodendron tulipifera,magnoliaceae,non-toxic,non-toxic,non-toxic
turf lily,liriope muscari,asparagaceae,non-toxic,non-toxic,non-toxic
lilyturf,liriope muscari,asparagaceae,non-toxic,non-toxic,non-toxic
living stones,lithops naureeniae,aizoaceae,non-toxic,non-toxic,non-toxic
kiawe,lithops naureeniae,aizoaceae,non-toxic,non-toxic,non-toxic
mesquite,lithops naureeniae,aizoaceae,non-toxic,non-toxic,non-toxic
cardinal flower,lobelia cardinalis,campanulaceae,toxic,toxic,toxic
lobelia,lobelia cardinalis,campanulaceae,toxic,toxic,toxic
indian pink,lobelia cardinalis,campanulaceae,toxic,toxic,toxic
tomato plant,lycopersicon spp,solanaceae,toxic,toxic,toxic
maleberry,lyonia sp.,ericaceae,toxic,toxic,toxic
staggerbush,lyonia sp.,ericaceae,toxic,toxic,toxic
fetterbush,lyonia sp.,ericaceae,toxic,toxic,toxic
fetterbush,lyonia spp.,ericaceae,toxic,toxic,toxic
staggerberry,lyonia spp.,ericaceae,toxic,toxic,toxic
maleberry,lyonia spp.,ericaceae,toxic,toxic,toxic
australian nut,macadamia integrifolia,proteaceae,toxic,unknown,unknown
macadamia nut,macadamia integrifolia,proteaceae,toxic,unknown,unknown
queensland nut,macadamia integrifolia,proteaceae,toxic,unknown,unknown
australia nut,macadamia integrifolia,proteaceae,toxic,unknown,unknown
magnolia bush,magnolia stellata,magnoliaceae,non-toxic,non-toxic,non-toxic
star magnolia,magnolia stellata,magnoliaceae,non-toxic,non-toxic,non-toxic
creeping mahonia,mahonia aquifolium,berberidaceae,non-toxic,non-toxic,non-toxic
tall mahonia,mahonia aquifolium,berberidaceae,non-toxic,non-toxic,non-toxic
mountain grape,mahonia aquifolium,berberidaceae,non-toxic,non-toxic,non-toxic
oregon grape,mahonia aquifolium,berberidaceae,non-toxic,non-toxic,non-toxic
oregon holly,mahonia aquifolium,berberidaceae,non-toxic,non-toxic,non-toxic
holly leaved barberry,mahonia aquifolium,berberidaceae,non-toxic,non-toxic,non-toxic
mahonia,mahonia aquifolium,berberidaceae,non-toxic,non-toxic,non-toxic
oregon grape holly,mahonia aquifolium,berberidaceae,non-toxic,non-toxic,non-toxic
mahonia aguifolium,mahonia aquifolium,berberidaceae,non-toxic,non-toxic,non-toxic
holly leaved berry,mahonia aquifolium,berberidaceae,non-toxic,non-toxic,non-toxic
apple,malus sylvestrus,rosaceae,toxic,toxic,toxic
includes crabapples,malus sylvestrus,rosaceae,toxic,toxic,toxic
thimble cactus,mammillaria fragilis,cactaceae,non-toxic,non-toxic,non-toxic
calathea lancifolia 2,maranta insignis,marantaceae,non-toxic,non-toxic,non-toxic
tailed orchid,masdevallia spp.,orchidaceae,non-toxic,non-toxic,non-toxic
bead tree,melia azedarach,meliaceae,toxic,toxic,toxic
china ball tree,melia azedarach,meliaceae,toxic,toxic,toxic
paradise tree,melia azedarach,meliaceae,toxic,toxic,toxic
persian lilac,melia azedarach,meliaceae,toxic,toxic,toxic
white cedar,melia azedarach,meliaceae,toxic,toxic,toxic
japanese bead tree,melia azedarach,meliaceae,toxic,toxic,toxic
texas umbrella tree,melia azedarach,meliaceae,toxic,toxic,toxic
pride of india,melia azedarach,meliaceae,toxic,toxic,toxic
chinaberry tree,melia azedarach,meliaceae,toxic,toxic,toxic
lemon balm,melissa officinalis,lamiaceae,non-toxic,non-toxic,non-toxic
balm,melissa officinalis,lamiaceae,non-toxic,non-toxic,non-toxic
common balm,melissa officinalis,lamiaceae,non-toxic,non-toxic,non-toxic
balm mint,melissa officinalis,lamiaceae,non-toxic,non-toxic,non-toxic
mint,mentha sp.,lamiaceae,toxic,toxic,toxic
garden mint,mentha sp.,lamiaceae,toxic,toxic,toxic
pansy orchid,miltonia roezlii alba,orchidaceae,non-toxic,non-toxic,non-toxic
ceriman,monstera deliciosa,araceae,toxic,toxic,toxic
cutleaf philodendron,monstera deliciosa,araceae,toxic,toxic,toxic
hurricane plant,monstera deliciosa,araceae,toxic,toxic,toxic
swiss cheese plant,monstera deliciosa,araceae,toxic,toxic,toxic
mexican breadfruit,monstera deliciosa,araceae,toxic,toxic,toxic
split leaf philodendron,monstera deliciosa,araceae,toxic,toxic,toxic
window leaf plant,monstera deliciosa,araceae,toxic,toxic,toxic
mother in law,monstera deliciosa,araceae,toxic,toxic,toxic
mulberry tree,morus sp.,moraceae,non-toxic,non-toxic,non-toxic
banana,musa acuminata,musaceae,non-toxic,non-toxic,non-toxic
plantain,musa acuminata,musaceae,non-toxic,non-toxic,non-toxic
edible banana,musa acuminata,musaceae,non-toxic,non-toxic,non-toxic
musa paradisiaca,musa acuminata,musaceae,non-toxic,non-toxic,non-toxic
grape hyacinth,muscari armeniacum,liliaceae,non-toxic,non-toxic,non-toxic
muscari armeniacum,muscari armeniacum,hyacinthaceae,non-toxic,non-toxic,non-toxic
grape hyacinth,muscari armeniacum,hyacinthaceae,non-toxic,non-toxic,non-toxic
silver tree anamiga,none listed,,non-toxic,non-toxic,unknown
heavenly bamboo,nandina domestica,berberidaceae,toxic,toxic,toxic
sacred bamboo,nandina domestica,berberidaceae,toxic,toxic,toxic
nandina,nandina domestica,berberidaceae,toxic,toxic,toxic
jonquil,narcissus jonquilla,amaryllidaceae,toxic,toxic,toxic
daffodil,narcissus jonquilla,amaryllidaceae,toxic,toxic,toxic
narcissus,narcissus jonquilla,amaryllidaceae,toxic,toxic,toxic
paper white,narcissus jonquilla,amaryllidaceae,toxic,toxic,toxic
daffodil,narcissus spp,amaryllidaceae,toxic,toxic,toxic
narcissus,narcissus spp,amaryllidaceae,toxic,toxic,toxic
jonquil,narcissus spp,amaryllidaceae,toxic,toxic,toxic
paper white,narcissus spp,amaryllidaceae,toxic,toxic,toxic
nasturtium,nasturtium officinale,brassicaceae,toxic,toxic,toxic
watercress,nasturtium officinale,brassicaceae,toxic,toxic,toxic
brunnenkress,nasturtium officinale,brassicaceae,toxic,toxic,toxic
aregelia,neoregalia spp.,bromeliaceae,non-toxic,non-toxic,non-toxic
crimson cup,neoregalia spp.,bromeliaceae,non-toxic,non-toxic,non-toxic
marbled fingernail,neoregalia spp.,bromeliaceae,non-toxic,non-toxic,non-toxic
blushing bromeliad,neoregalia spp.,bromeliaceae,non-toxic,non-toxic,non-toxic
ossifragi vase,neoregalia spp.,bromeliaceae,non-toxic,non-toxic,non-toxic
miniature marble plant,neoregalia spp.,bromeliaceae,non-toxic,non-toxic,non-toxic
blushing bromeliad,neoregalia spp.,bromiliaceae,non-toxic,non-toxic,non-toxic
crimson cup,neoregalia spp.,bromiliaceae,non-toxic,non-toxic,non-toxic
marbled fingernail,neoregalia spp.,bromiliaceae,non-toxic,non-toxic,non-toxic
ossifragi vase,neoregalia spp.,bromiliaceae,non-toxic,non-toxic,non-toxic
miniature marble plant,neoregalia spp.,bromiliaceae,non-toxic,non-toxic,non-toxic
aregelia,neoregalia spp.,bromiliaceae,non-toxic,non-toxic,non-toxic
neoregelia,neoregalia spp.,bromiliaceae,non-toxic,non-toxic,non-toxic
striped blushing,neoregalia spp.,bromiliaceae,non-toxic,non-toxic,non-toxic
fingernail plant,neoregelia spectabilis,bromeliaceae,non-toxic,non-toxic,non-toxic
marbled fingernail,neoregelia spectabilis,bromeliaceae,non-toxic,non-toxic,non-toxic
miniature marble plant,neoregelia spectabilis,bromeliaceae,non-toxic,non-toxic,non-toxic
catnip,nepeta cataria,lamiaceae,unknown,toxic,unknown
catswort,nepeta cataria,lamiaceae,unknown,toxic,unknown
catmint,nepeta cataria,lamiaceae,unknown,toxic,unknown
bold sword fern,nephrolepis biserrata,dryopteridaceae,non-toxic,non-toxic,non-toxic
crisped feather fern,nephrolepis biserrata,dryopteridaceae,non-toxic,non-toxic,non-toxic
dallas fern,nephrolepis biserrata,dryopteridaceae,non-toxic,non-toxic,non-toxic
roosevelt fern,nephrolepis biserrata,dryopteridaceae,non-toxic,non-toxic,non-toxic
sword fern,nephrolepis biserrata,dryopteridaceae,non-toxic,non-toxic,non-toxic
tall feather fern,nephrolepis biserrata,dryopteridaceae,non-toxic,non-toxic,non-toxic
verona fern,nephrolepis biserrata,dryopteridaceae,non-toxic,non-toxic,non-toxic
nephrolepis biserrata,nephrolepis biserrata,dryopteridaceae,non-toxic,non-toxic,non-toxic
verona lace fern,nephrolepis biserrata,dryopteridaceae,non-toxic,non-toxic,non-toxic
whitman fern,nephrolepis biserrata,dryopteridaceae,non-toxic,non-toxic,non-toxic
dwarf feather palm,nephrolepis exalta,nephrolepidaceae,non-toxic,non-toxic,non-toxic
boston fern,nephrolepis exalta bostoniensis,dryopteridaceae,non-toxic,non-toxic,unknown
feather palm,nephrolepis exaltata,nephrolepidaceae,non-toxic,non-toxic,non-toxic
duffii fern,nephrolepsis cordifolia 'duffii',nephrolepidaceae,non-toxic,non-toxic,non-toxic
duffy fern,nephrolepsis cordifolia 'duffii',nephrolepidaceae,non-toxic,non-toxic,non-toxic
lemon button fern,nephrolepsis cordifolia 'duffii',nephrolepidaceae,non-toxic,non-toxic,non-toxic
dwarf whitman fern,nephrolepsis cordifolia plumosa,nephrolepidaceae,non-toxic,non-toxic,non-toxic
fluffy ruffles,nephrolepsis exalta,,non-toxic,non-toxic,non-toxic
oleander,nerium oleander,apocynaceae,toxic,toxic,toxic
rose bay,nerium oleander,apocynaceae,toxic,toxic,toxic
nicotiana,nicotiana glauca,solanaceae,toxic,toxic,toxic
tree tobacco,nicotiana glauca,solanaceae,toxic,toxic,toxic
tobacco,nicotiana glauca,solanaceae,toxic,toxic,toxic
mustard tree,nicotiana glauca,solanaceae,toxic,toxic,toxic
nicotania,nicotiana glauca,solanaceae,toxic,toxic,toxic
bottle palm 2,nolina tuberculata,agavaceae,non-toxic,non-toxic,non-toxic
elephant foot tree,nolina tuberculata,agavaceae,non-toxic,non-toxic,non-toxic
pony tail plant,nolina tuberculata,agavaceae,non-toxic,non-toxic,non-toxic
basil,ocimum basilicum,lamiacea,non-toxic,non-toxic,unknown
saint joseph's wort,ocimum basilicum,lamiacea,non-toxic,non-toxic,unknown
thai basil,ocimum basilicum,lamiacea,non-toxic,non-toxic,unknown
sweet basil,ocimum basilicum,lamiacea,non-toxic,non-toxic,unknown
lace orchid,odontoglossum crispum,orchidaceae,non-toxic,non-toxic,non-toxic
lily of the valley orchid,odontoglossum pulchellum,orchidaceae,non-toxic,non-toxic,non-toxic
golden bells,oleaceae,,non-toxic,non-toxic,non-toxic
forsythia,oleaceae,,non-toxic,non-toxic,non-toxic
dancing doll orchid,oncidium flexuosum,orchidaceae,non-toxic,non-toxic,non-toxic
golden shower orchid,oncidium sphacelatum,orchidaceae,non-toxic,non-toxic,non-toxic
carrot fern,onychium japonica,polypodiaceae,non-toxic,non-toxic,non-toxic
tree cactus,opuntia species,cactaceae,non-toxic,non-toxic,non-toxic
marjoram,origanum majorana,lamiaceae,toxic,toxic,unknown
knotted marjoram,origanum majorana,lamiaceae,toxic,toxic,unknown
pot marjoram,origanum majorana,lamiaceae,toxic,toxic,unknown
oregano,origanum vulgare hirtum,lamiaceae,toxic,toxic,toxic
greek oregano,origanum vulgare hirtum,lamiaceae,toxic,toxic,toxic
good luck plant,oxalis spp.,,toxic,toxic,toxic
shamrock plant,oxalis spp.,,toxic,toxic,toxic
sorrel,oxalis spp.,,toxic,toxic,toxic
shamrock plant,oxalis spp.,oxalidaceae,toxic,toxic,toxic
good luck plant,oxalis spp.,oxalidaceae,toxic,toxic,toxic
sorrel,oxalis spp.,oxalidaceae,toxic,toxic,toxic
loco weed,oxytropis spp.,fabaceae,non-toxic,non-toxic,toxic
oxytropis spp.,oxytropis spp.,fabaceae,non-toxic,non-toxic,toxic
locoweed,oxytropis spp.,fabaceae,non-toxic,non-toxic,toxic
money tree,pachira aquatica,malvaceae,non-toxic,non-toxic,non-toxic
money plant,pachira aquatica,malvaceae,non-toxic,non-toxic,non-toxic
peony,paeonis officinalis,paeniaceae,toxic,toxic,toxic
geranium,pelargonium species,geraniaceae,toxic,toxic,toxic
many cultivars,pelargonium species,geraniaceae,toxic,toxic,toxic
scented geranium,pelargonium sp.,geranilea,toxic,toxic,unknown
geraniums,pelargonium sp.,geranilea,toxic,toxic,unknown
cliff brake,pellaea rotundifolia,pteridaceae,non-toxic,non-toxic,non-toxic
button fern,pellaea rotundifolia,pteridaceae,non-toxic,non-toxic,non-toxic
green cliff brack,pellaea rotundifolia,pteridaceae,non-toxic,non-toxic,non-toxic
cliff break,pellaea rotundifolia,pteridaceae,non-toxic,non-toxic,non-toxic
begonia,pellionia daveauana,urticaceae,non-toxic,non-toxic,non-toxic
trailing,pellionia daveauana,urticaceae,non-toxic,non-toxic,non-toxic
trailing watermelon begonia,pellionia daveauana,urticaceae,non-toxic,non-toxic,non-toxic
satin pellionia,pellonia pulchra,urticaceae,non-toxic,non-toxic,non-toxic
watermelon begonia,peperomia argyreia,piperaceae,non-toxic,non-toxic,non-toxic
watermelon peperomia,peperomia argyreia,piperaceae,non-toxic,non-toxic,non-toxic
emerald ripple peperomia,peperomia caperata,piperaceae,non-toxic,non-toxic,non-toxic
green ripple peperomia,peperomia caperata,piperaceae,non-toxic,non-toxic,non-toxic
little fantasy peperpmia,peperomia caperata,piperaceae,non-toxic,non-toxic,non-toxic
little fantasy peperomia,peperomia caperata,piperaceae,non-toxic,non-toxic,non-toxic
metallic peperomia,peperomia caperata,piperaceae,non-toxic,non-toxic,non-toxic
silver heart,peperomia caperata,piperaceae,non-toxic,non-toxic,non-toxic
red edge peperomia,peperomia clusiifolia,piperaceae,non-toxic,non-toxic,non-toxic
leather peperomia,peperomia crassifolia,piperaceae,non-toxic,non-toxic,non-toxic
ivy peperomia,peperomia griseoargentea,piperaceae,non-toxic,non-toxic,non-toxic
plantinum peperomia,peperomia griseoargentea,piperaceae,non-toxic,non-toxic,non-toxic
silver leaf peperomia,peperomia griseoargentea,piperaceae,non-toxic,non-toxic,non-toxic
ivy leaf peperomia,peperomia griseoargentea,piperaceae,non-toxic,non-toxic,non-toxic
peperomia hederifolia,peperomia griseoargentea,piperaceae,non-toxic,non-toxic,non-toxic
platinum peperomia,peperomia griseoargentea,piperaceae,non-toxic,non-toxic,non-toxic
american rubber plant,peperomia obtusifolia,pipericeae,non-toxic,non-toxic,non-toxic
pepper face,peperomia obtusifolia,pipericeae,non-toxic,non-toxic,non-toxic
baby rubber plant,peperomia obtusifolia,pipericeae,non-toxic,non-toxic,non-toxic
blunt leaf peperomia,peperomia obtusifolia,pipericeae,non-toxic,non-toxic,non-toxic
rhynchophorum,peperomia obtusifolia,pipericeae,non-toxic,non-toxic,non-toxic
peperomia peltfolia,peperomia peltifolia,piperaceae,non-toxic,non-toxic,non-toxic
trailing peperomia,peperomia prostata,piperaceae,non-toxic,non-toxic,unknown
peperomia rotundifolia,peperomia rotundifolia,piperaceae,non-toxic,non-toxic,non-toxic
yorba linda,peperomia rotundifolia,piperaceae,non-toxic,non-toxic,non-toxic
peperomia sandersii,peperomia sandersii,piperaceae,non-toxic,non-toxic,non-toxic
vining peperomia,peperomia serpens variegata,piperaceae,non-toxic,non-toxic,non-toxic
avocado,persea americana,lauraceae,unknown,unknown,toxic
alligator pear,persea americana,lauraceae,unknown,unknown,toxic
parsley,petroselinum crispum,apiaceae,toxic,toxic,toxic
italian parsley,petroselinum crispum,apiaceae,toxic,toxic,toxic
hamburg parsley,petroselinum crispum,apiaceae,toxic,toxic,toxic
turnip rooted parsley,petroselinum crispum,apiaceae,toxic,toxic,toxic
petunia,petunia species,solanaceae,non-toxic,non-toxic,non-toxic
phalaenopsis orchid,phalaenopsis sp.,orchidaceae,non-toxic,non-toxic,non-toxic
moth orchid,phalaenopsis sp.,orchidaceae,non-toxic,non-toxic,non-toxic
moon orchid,phalaenopsis sp.,orchidaceae,non-toxic,non-toxic,non-toxic
fiddle leaf,philodendron bipennifolium,araceae,toxic,toxic,unknown
horsehead philodendron,philodendron bipennifolium,araceae,toxic,toxic,unknown
cordatum,philodendron bipennifolium,araceae,toxic,toxic,unknown
heartleaf philodendron,philodendron bipennifolium,araceae,toxic,toxic,unknown
panda plant,philodendron bipennifolium,araceae,toxic,toxic,unknown
split leaf philodendron,philodendron bipennifolium,araceae,toxic,toxic,unknown
fruit salad plant,philodendron bipennifolium,araceae,toxic,toxic,unknown
red emerald,philodendron bipennifolium,araceae,toxic,toxic,unknown
red princess,philodendron bipennifolium,araceae,toxic,toxic,unknown
saddle leaf,philodendron bipennifolium,araceae,toxic,toxic,unknown
lacy tree philodendron,philodendron bipennifolium,araceae,toxic,toxic,unknown
selloum,philodendron bipennifolium,araceae,toxic,toxic,unknown
violin philodendron,philodendron bipennifolium,araceae,toxic,toxic,unknown
and fiddle leaf philodendron,philodendron bipennifolium,araceae,toxic,toxic,unknown
heartleaf philodendron,philodendron hederaceum,araceae,toxic,toxic,toxic
cordatum,philodendron hederaceum,araceae,toxic,toxic,toxic
sweetheart plant,philodendron hederaceum,araceae,toxic,toxic,toxic
cordatum,philodendron oxycardium,araceae,toxic,toxic,toxic
fiddle leaf,philodendron oxycardium,araceae,toxic,toxic,toxic
horsehead philodendron,philodendron oxycardium,araceae,toxic,toxic,toxic
heartleaf philodendron,philodendron oxycardium,araceae,toxic,toxic,toxic
panda plant,philodendron oxycardium,araceae,toxic,toxic,toxic
split leaf philodendron,philodendron oxycardium,araceae,toxic,toxic,toxic
fruit salad plant,philodendron oxycardium,araceae,toxic,toxic,toxic
red emerald,philodendron oxycardium,araceae,toxic,toxic,toxic
red princess,philodendron oxycardium,araceae,toxic,toxic,toxic
saddle leaf,philodendron oxycardium,araceae,toxic,toxic,toxic
lacy tree philodendron,philodendron selloum,araceae,toxic,toxic,toxic
tree philodendron,philodendron selloum,araceae,toxic,toxic,toxic
philodendron pertusum,philodendron spp,araceae,toxic,toxic,toxic
moss phlox,phlox subulata,polemoniaceae,non-toxic,non-toxic,non-toxic
dwarf date palm,phoenix acaulis,palmae,non-toxic,non-toxic,non-toxic
canary date palm,phoenix canariensis,palmae,non-toxic,non-toxic,non-toxic
miniature date palm,phoenix robellinii,arecaceae,non-toxic,non-toxic,non-toxic
pygmy date palm,phoenix robellinii,arecaceae,non-toxic,non-toxic,non-toxic
robellini palm,phoenix robellinii,arecaceae,non-toxic,non-toxic,non-toxic
"mistletoe ""american""",phoradendron flavescens,viscaceae,toxic,toxic,toxic
american mistletoe,phoradendron flavescens,viscaceae,toxic,toxic,toxic
bamboo,phyllostachys aurea,gramineae,non-toxic,non-toxic,non-toxic
golden bamboo,phyllostachys aurea,gramineae,non-toxic,non-toxic,non-toxic
fishpole bamboo,phyllostachys aurea,gramineae,non-toxic,non-toxic,non-toxic
andromeda japonica,pieris japonica,ericaceae,toxic,toxic,toxic
pieris,pieris japonica,ericaceae,toxic,toxic,toxic
lily of the valley bush,pieris japonica,ericaceae,toxic,toxic,toxic
fetterbush,pieris japonica,ericaceae,toxic,toxic,toxic
aluminum plant,pilea cadieri,urticaceae,non-toxic,non-toxic,non-toxic
watermelon plant,pilea cadieri,urticaceae,non-toxic,non-toxic,non-toxic
watermelon pilea,pilea cadieri,urticaceae,non-toxic,non-toxic,non-toxic
friendship plant,pilea involucrata,pilaceae,non-toxic,non-toxic,non-toxic
panamiga,pilea involucrata,urticaceae,non-toxic,non-toxic,non-toxic
friendship plant,pilea involucrata,urticaceae,non-toxic,non-toxic,non-toxic
artillery plant,pilea microphylla,urticaceae,non-toxic,non-toxic,non-toxic
pilea microphylla,pilea microphylla,urticaceae,non-toxic,non-toxic,non-toxic
pilea mucosa,pilea microphylla,urticaceae,non-toxic,non-toxic,non-toxic
creeping charlie,pilea nummulariifolia,lamiaceae,non-toxic,non-toxic,non-toxic
swedish ivy,pilea nummulariifolia,lamiaceae,non-toxic,non-toxic,non-toxic
plectranthus,pilea nummulariifolia,lamiaceae,non-toxic,non-toxic,non-toxic
creeping pilea,pilea nummulariifolia,pilea: uriticaeae; plectranthus: lamiaceae,non-toxic,non-toxic,non-toxic
swedish ivy,pilea nummulariifolia,pilea: uriticaeae; plectranthus: lamiaceae,non-toxic,non-toxic,non-toxic
plectranthus,pilea nummulariifolia,pilea: uriticaeae; plectranthus: lamiaceae,non-toxic,non-toxic,non-toxic
creeping charlie,pilea nummulariifolia,pilea: uriticaeae; plectranthus: lamiaceae,non-toxic,non-toxic,non-toxic
clearweed,pilea pumila,urticaceae,non-toxic,non-toxic,non-toxic
coolwort,pilea pumila,urticaceae,non-toxic,non-toxic,non-toxic
richweed,pilea pumila,urticaceae,non-toxic,non-toxic,non-toxic
blackjack pine,pinus ponderosa,pinaceae,non-toxic,non-toxic,toxic
ponderosa pine,pinus ponderosa,pinaceae,non-toxic,non-toxic,toxic
western yellow pine,pinus ponderosa,pinaceae,non-toxic,non-toxic,toxic
yellow pine,pinus ponderosa,pinaceae,non-toxic,non-toxic,toxic
bull pine,pinus ponderosa,pinaceae,non-toxic,non-toxic,toxic
blackjack pine,pinus ponderosa,pinaceae,non-toxic,non-toxic,non-toxic
ponderosa pine,pinus ponderosa,pinaceae,non-toxic,non-toxic,non-toxic
western yellow pine,pinus ponderosa,pinaceae,non-toxic,non-toxic,non-toxic
yellow pine,pinus ponderosa,pinaceae,non-toxic,non-toxic,non-toxic
bull pine,pinus ponderosa,pinaceae,non-toxic,non-toxic,non-toxic
japanese pittosporum,pittosporum tobira,pittosporaceae,non-toxic,non-toxic,non-toxic
australian laurel,pittosporum tobira,pittosporaceae,non-toxic,non-toxic,non-toxic
mock orange,pittosporum tobira,pittosporaceae,non-toxic,non-toxic,non-toxic
plantanus occidentalis,plantanus occidentalis,plantanaceae,non-toxic,non-toxic,non-toxic
oriental plane,plantanus occidentalis,plantanaceae,non-toxic,non-toxic,non-toxic
platycerium alcicorne,platycerium alcicorne,polypodaceae,non-toxic,non-toxic,non-toxic
staghorn fern,platycerium alcicorne,polypodaceae,non-toxic,non-toxic,non-toxic
common staghorn fern,platycerium bifurcatum,polypodiaceae,non-toxic,non-toxic,non-toxic
swedish ivy,plectranthus australis,pilea: uriticaeae; plectranthus: lamiaceae,non-toxic,non-toxic,non-toxic
creeping charlie,plectranthus australis,pilea: uriticaeae; plectranthus: lamiaceae,non-toxic,non-toxic,non-toxic
white edged swedish ivy,plectranthus australis,pilea: uriticaeae; plectranthus: lamiaceae,non-toxic,non-toxic,non-toxic
candle plant,plectranthus coleoides,lamiaceae,non-toxic,non-toxic,non-toxic
prostrate coleus,plectranthus oetendahlii,lamiaceae,non-toxic,non-toxic,non-toxic
living rock cactus,pleiospilos bolusii,aizoaceae,non-toxic,non-toxic,non-toxic
african living rock,pleiospilos bolusii,aizoaceae,non-toxic,non-toxic,non-toxic
mimicry plant,pleiospilos bolusii,aizoaceae,non-toxic,non-toxic,non-toxic
giant holly fern,ploystichum munitum,polypodaceae,non-toxic,non-toxic,non-toxic
sword fern,ploystichum munitum,polypodaceae,non-toxic,non-toxic,non-toxic
wester sword,ploystichum munitum,polypodaceae,non-toxic,non-toxic,non-toxic
imbricate sword fern,ploystichum munitum,polypodaceae,non-toxic,non-toxic,non-toxic
